"id","nombre_publicacion","descripcion"
1536,Semana 2: Estrategia (FNZ-03-UNICA - Administración Estratégica Financiera),
1537,"Semana 2: Análisis del flujo de efectivo (FNZ-05-UNICA - Análisis, Evaluación y Retorno de la Inversión)",
1538,Presupuesto y control de gestión,
1539,"Cronograma, costo y calidad",La gestión del cronograma. Definir las actividades. Secuenciar las actividades. Estimar la duración de las actividades. Desarrollar el cronograma. Controlar el cronograma. Herramientas y técnicas para el manejo de tiempos. Diagramas de redes. Ruta crítica. Holguras. Fast tracking. Nivelación de recursos. Gestión de los costos del proyecto. Determinar el presupuesto. Controlar los costos. Control de los desvíos presupuestarios. Técnica del valor ganado. Planificar la gestión de la calidad del proyecto. Controlar de calidad. Medición y estándares de calidad. Planes y estrategias para la gerencia de calidad total. Normas ISO. Procesos. Auditoría e inspección.
1540,Semana 2: Costo de operación del proyecto (AP-02-UNICA - Formulación y Evaluación de Proyectos),
1541,Entrega Impulsada por el Valor,
1542,Semana 2: Ecosistema de marketing digital (GMBA.A8 V3-UNICA - Marketing y Ventas),
1543,Semana 2: Desarrollo de Ecosistemas Digitales eficientes (MKT-V3 UNICA - Ecosistema de Marketing Digital y Customer Journey),
1544,Semana 2 - El sitio web: el eje conductor de nuestra estrategia digital (MKT-V2 UNICA - Universo Web),
1545,Semana 2: Advanced social media marketing (MKT-03-V2 UNICA - Social Media Organic),
1546,Semana 2 y 3: SEM y Google Ads (MKT-05 SEO-SEM-V2 UNICA),
1547,Semana 2: Desarrollo de Ecosistemas Digitales eficientes (DBM-06-UNICA V2- Digital Marketing),
1548,Semana 2: comunicación corporativa (GMBA.A5 V3-UNICA - Estrategia Corporativa y Desarrollo de Negocios),
1549,Semana 2 - Planificación y Dise?o: aspectos fundamentales para lograr un email marketing efectivo (MKT-V2 UNICA - E-mail Marketing),
1550,Simuladores aleatorios (PM-05-UNICA V2 - Simulador de los exámenes de certificación PMP/CAPM),
1551,Semana 2: Modelo de gestión de seguridad informática en las organizaciones (DBM-04-UNICA Data Security y Compliance. Marco Legal y Ético),
1552,Evolución del perfil del cliente,La evolución del perfil del cliente. Definición de estrategia digital. Innovación y diferenciación. Conociendo a nuestros clientes. Canales de comunicación y comercialización. La nueva segmentación. 
1553,Semana 2: Blockchain (DBM-11-UNICA Finanzas Digitales Avanzadas),
1554,Análisis del flujo de efectivo,
1555,Semana 2: Gestión por procesos (OP-04-UNICA Foco en el Cliente Integración de Procesos),
1556,Creación de Valor con Decisiones Financieras,
1557,Semana 2: Más Tecnologias Disruptivas (DBM-12-UNICA Advanced Digital Operations Management),
1558,Semana 2: Simulador de Analitica Web (MKT-15-UNICA Analítica Web),
1559,Herramientas del Neurocoaching,"El proceso de Pensar, actuar y comunicar. El sentido del éxito. La importancia del propósito. Descubriendo tu estilo de liderazgo. Arquetipos en el coaching. Potenciando tu estilo de liderazgo. Beneficios del neurocoaching."
1560,Semana 2: Marketing Online (MKT-10-UNICA E-Commerce),
1561,"Semana 2: Tipos de liderazgo - Parte 1 (BC-01-UNICA Liderazgo, Coaching y Mentoring V1)",
1562,Semana 2: Del Exito parte 2 (BC-04-UNICA Dise?o de Futuro),
1563,Gestión del Talento Parte II,
1564,Semana 2: Mercado de valores (FNZ-08-UNI Mercado de Capitales 2019),
1565,Estrategia y herramientas aplicadas en el proceso de mejora continua,Estrategias y herramientas aplicadas en el proceso de mejora continua. Introducción a la gestión por procesos. Tipos de procesos. Mapas de procesos. Gestión por procesos y calidad. Ventajas de trabajar con sistemas integrados de gestión. La mejora continua. Los equipos de mejora continua. El ciclo PDCA y la mejora continua. Metodología de los 7 pasos de la mejora continua. Dilema: mejorar o innovar.
1566,Semana 2: Habilidades del Coaching (BC-06-UNICA Proceso de Coaching. Estructura y pasos del modelo),
1567,Semana 2 - Gestión por Procesos (OP-05-UNICA Estrategia de Operaciones),
1568,Manejo del estrés,"Manejo del estrés. La calidad de vida de la gente como aliada estratégica en la obtención de resultados. Stress: concepto, síntomas. Causas personales y organizacionales de estrés. Acciones preventivas y asistenciales. La Organización como promotora de salud. Nuevas tendencias en la gestión del capital humano. Compromiso de las organizaciones con la calidad de vida: un desafío que impacta en la rentabilidad."
1569,Semanas 2: Marketing Automation: enfoque en herramientas y aspectos clave (MKT-14-UNICA Marketing Automation),
1570,Semana 2: Como conformar un equipo de marketing de contenidos (MKT-09-UNICA Content Marketing),
1571,Prácticas de Gestión LEAN aplicadas a los RRHH y Comunicaciones en Ambientes LEAN,Filosofía LEAN. Principios 1 y 2. Principios 3 y 4. Principio 5. Características de la empresa LEAN. 
1572,Semana 2: Digital Revenue Business Model (MKT-06-UNICA Economía digital y modelos de negocios on line),
1573,Responsabilidad Social Empresarial,
1574,Semana 2: Resignificación del Presente Parte II - Prácticas de Coaching (BC-03-UNICA Resignificación del presente),
1575,Semana 2: Herramientas Psicométricas y su uso como punto de partida - Parte II (BC-09-UNICA Herramientas de Diagnóstico. Claves para el plan de acción),
1576,Semana 2: Comunidades de Compromiso e Innovación (BC-02-UNICA Revisión de paradigmas),
1577,Semana 2: La relación de coaching (BC-07-UNICA Dinámica de la sesión. Habilidades del Coach Ejecutivo),
1578,Entrenar Nuestras Emociones y Mente,Líderes que generan resonancia. Impacto de la inteligencia emocional. Claves del mindfulness en el liderazgo: fortalecer tu mente. Líderes conscientes. 
1579,"Operaciones, eficacia y eficiencia",Medición de la productividad. Claves para conseguir la excelencia operacional. El enfoque de operaciones como elemento para competir en varias dimensiones. Función de operaciones como arma competitiva: decisiones tácticas y tipos de planificación.
1580,Semana 2: Desarrollo táctico (MKT-08-UNICA Plan de Marketing Digital),
1581,Bases estadísticas y herramientas financieras para la mediación y el análisis de riesgos,Fundamentos y esencia de la Gestión de Riesgos. ?Para qué se gestiona el riesgo? Bases estadísticas y herramientas financieras para la medición y el análisis de riesgos.
1582,Semana 2 - Gobierno corporativo (CPL-UNI-V1 Cultura Etica Corporativa y Múltiple Jurisdiccionalidad B-I),
1583,Tipo de cambio y riesgo cambiario,El tipo de cambio y condiciones de paridad. El riesgo cambiario. Cobertura del riesgo.
1584,El quiebre en el coaching,El quiebre en el coaching. El quiebre como juicio. Quiebres positivos y quiebres negativos. Punto de partida de aprendizaje. El rol de las expectativas en la interpretación.
1585,Semana 1: Twitter (MKT-11-UNICA Social Media Ads),
1586,Semana 2 - Desarrollo de Ecosistemas Digitales eficientes,
1587,Semana 2: Advanced social media marketing (MKT-11-UNICA V3 Social Media Organic),
1588,Semana 2 y 3 - SEM y Google Ads (MKT-SEO-SEM-V3 UNICA - Facebook Ads),
1589,Semana 2 - Inversiones en entornos internacionales y comercio exterior (FNZ-14-UNICA - Finanzas para la Internacionalización),
1590,Semana 2 - Qué es el marketing online o marketing digital (FNZ-13-UNICA - Marketing Digital Internacional Financiero),
1591,Semana 2: Los costos en el desempe?o empresarial (FNZ-UNICA Presupuesto y Control de Gestión),
1592,?Desde cuándo se habla de globalización?,"Valorar y actuar en función de la competitividad global. Cuidando la rentabilidad de la empresa. Ejemplos de productividad y control de la rentabilidad.  La competitividad: conceptos esenciales. La competitividad global en la práctica. Preparando la empresa para la globalización. Productividad, competitividad y acceso a los mercados."
1593,Semana 2 - La aplicación de uno de los métodos para construir las proyecciones (FNZ-UNICA Métodos Cuantitativos para Pronóstico Financiero),
1594,El valor razonable de nuestras empresas serán más oportunidades.,El rol de las finanzas en el mundo. Las estimaciones más importantes. Un ejemplo de valor neto realizable. Medición del valor razonable NIC 13. Los informes financieros consolidados y separados. ?Se justifica el uso de las NIIF? Vamos al mundo por los negocios.
1595,Bloque 2 - Customer journey y modelos de negocios online (MKT-UNICA Economía digital y modelos de negocios on line V2),
1596,"Semana 2: En la búsqueda del diagnóstico para conocer las empresas (FNZ-UNICA Análisis, Interpretación y Descripción de los Estados Financieros de la Empresa)",
1597,?Qué es el marketing online o marketing digital?,"Las bases para dise?ar un plan de marketing digital. Tácticas de posicionamiento en Internet. Elementos esenciales del plan de marketing digital. Comprensión del mercado: qué, cómo y cuándo compran. Marketing Online y Marketing Offline. Dise?o del plan de Marketing Digital."
1598,Costo de operación del proyecto,Costos de operación del Proyecto. Técnicas de estimación de costos de operación. Curva de aprendizaje. Tasa de crecimiento de los costos de mantenimiento. Costos de una mejora o reparación. Cálculo del capital de trabajo. (Working Capital).
1599,Semana 2 - El plan digital define el propósito para la compa?ia (MKT-UNICA Plan de Marketing Digital (Business Plan)),
1600,Semana 2 y 3 - Compliance Risk Management. Estandar Internacional (CPL-UNI Programa de compliance. Elementos. Estándares internacionales. Auditorías),
1601,Semana 2 - Herramientas del Neurocoaching,
1602,Semana 2: La tecnologia como sostén del trabajo en equipo (MBA-UNICA - Dirección de Equipos de Alto Rendimiento),
1603,Gestión y medición del sistema de Lead Generation,CRM - Customer Relationship Management. Metodologías de prospección. Procesos de venta. Intimidad de los indicadores.
1604,Semana 2 - Proceso - Parte I (MBA-UNICA - Fundamentos del Coaching Ejecutivo),
1605,Semana 2 - Principios de negociación efectiva (MBA-UNICA - Negociación y Resolución de Conflictos),
1606,Semana 2 - Comunicación corporativa (MBA-UNICA - Estrategia Corporativa y Desarrollo de Negocios),
1607,Semana 2: Finanzas Corporativas (MBA-UNICA - Finanzas y Economía),
1608,Semana 2 - Conociendo Google Analytics  como plataforma analítica (MKT-UNICA Analítica Web V2),
1609,Ecosistema digital,El desafío digitales del marketing. Mix de medios digitales: usos y diferencias. Los ecosistemas digitales al servicio del consumidor. CRM  y el impacto del ecosistema en los resultados. 
1610,Bloque II - Talento y Cultura Digital. Nuevas metodologias de trabajo en la empresa del futuro (DBM-02-UNICA RRHH. Talento y cultura digital. Agile Management V2),
1611,Semana 2 - Estamos listos para implementar BI (DBM-14-UNICA Business Intelligence),
1612,Bloque 2 - Nuevas Tendencias Digitales (DBM-03-UNICA Procesos Operacionales y Tecnología V2),
1613,Semana 2 y 3 - SEM y Google Ads (DBM-12-UNICA Digital Marketing Advance),
1614,Plan de marketing,"Visión, mercado segmentado y propuesta de valor. Contexto competitivo. Industria y competencia. Plan de Marketing. Claves del éxito y la estructuración comercial. Comunicación y canales de distribución."
1615,Semana 2 - Plan de marketing (TR-PRESENCIAL - UNICA - Business Plan),
1616,Modelo de aplicación,Aspectos fundamentales del modelo. Visión y objetivos. La realidad. 
1617,"Semana 2: Plan Financiero. Utilidad, Costos y Gastos (NIV-PRESENCIAL - UNICA - Finanzas para No Financieros)",
1618,Semana 2 - Temas avanzados de finanzas (NIV-PRESENCIAL - UNICA - Fundamentos de Finanzas),
1619,El Compliance como mecanismo de defensa procesal corporativa,Compliance como mecanismo de defensa procesal corporativa. Circunstancias modificativas: Eximentes y atenuantes. Acuerdos con el Ministerio Público y su alcance.
1620,El ciclo de vida de la empresa familiar,Ciclo de vida de la Empresa Familiar según el método. Etapas de tu empresa
1621,Semana 2 - Propuesta de alto valor (TR-05-UNICA Innovación),
1622,Marketing Online,"Plataformas paralelas. Social Ecommerce. Market Places. Plataforma de Pagos. Logística y Tracking. Order
Management Systems. Sistemas de gestión de pedidos e integraciones compatibles."
1623,Innovación digital en contextos digitales,"Innovación digital. La revolución y las oportunidades de la data. La analítica y su vinculación con la inteligencia artificial. El futuro del Cloud computing, el blockchain y el RPA (robotic process automation). El rol de la realidad virtual/ aumentada en los negocios del futuro. El aprovechamiento del Internet de las cosas. Oportunidades estratégicas e implementación."
1624,Actividades Obligatorias (Asignatura de inicio - EMBA OL),
1625,"Semana 2 - Riesgos y controles: evaluación, tratamiento y monitoreo (CPL-UNI Matriz de Riesgo)",
1626,Semana 2 - Marketing Online (MKT-UNICA E-Commerce V2),
1627,Semana 2 - Entendiendo Programática (MKT-UNICA Programmatic Advertising V2),
1628,El poder del ahora,"La dimensión temporal del coaching. El coaching como
resignificado del presente. La construcción del presente
como dise?o del futuro. La importancia de las acciones y
su impacto en los resultados. Pasado versus presente. Hoy y futuro. El poder del ahora."
1629,Environmental Scanning - Parte II,FOG. ?cómo analizan tendencias? El cono de la incertidumbre. En busca de la curva S. La rueda de las implicaciones.
1630,Semana 1 - Parte II | Finanzas estratégicas en entornos digitales (PDE (OL) UNICA - Finanzas Estratégicas en Entornos Digitales),
1631,Semana 2 - Proceso estratégico analógico digital (PDE (OL) UNICA- Estrategia de Negocios),
1632,Reto de Validación,
1633,Semana 2 - Entrega Impulsada por Valor y Planificación Adaptativa (PDE (OL) UNICA - Implementación Estratégica y Monitoreo del Negocio con Herramientas Digitales),
1634,"Más allá del capital, el inversionista inteligente","Condiciones a observar, “tradeoff” emprendedor-inversor. ?Qué buscar en un inversor? Tipos de inversores dentro de cada formato de Capital y su relación. “Smart Money” - concepto."
1635,Propuesta de alto valor,"Nuevos paradigmas en la economía del conocimiento. Empatía, innovación como claves para la creación de valor extraordinario. Creatividad y viabilidad vinculados a los modelos de negocios exitosos. Valor al cliente y valor a la empresa. El rol de la responsabilidad y la vinculación con el éxito personal. "
1636,Estrategia,"Apoyo de las finanzas en el dise?o de la estrategia corporativa, de unidades de negocio y funcionales. Aportes de la administración financiera a la Alta Gerencia para el dise?o de los planes estratégicos que faciliten la recuperación de las finanzas luego de la crisis. Balance Scorecard."
1637,Los objetivos estratégicos claros para definir la estrategia financiera,"El flujo de fondos, Análisis e interpretación de información económica, patrimonial y financiera. Análisis de indicadores y ratios. Interpretación económica, financiera y patrimonial, a corto y a largo plazo. Motores del rendimiento y del apalancamiento."
1638,Construcción del producto,Transformar el la Idea en Producto. Pivotear una idea. Producto: definición y característica ?Cómo evitar construir cosas que no escalan? ?Cómo armar un producto que los usuarios quieran? Analizar la competencia y su importancia. Conociendo el mercado. Escuchando al cliente.
1639,"Proveedores, aliados y elementos de E-commerce",El 360 de la estrategia de E- Commerce. Engranaje para el éxito de E-Commerce. Proveedores de E-Commerce. Funcionalidades mas relevantes de las plataformas para E-commerce. 
1640,Diferentes generaciones,"Trabajar en equipo entre diferentes generaciones y entre miembros de la misma generación. Trabajo en equipo, padres e hijos. Trabajo de matrimonios. EL compromiso."
1641,Relación médico paciente en la era digital,Relación Médico Paciente en la Era Digital. Relación tradicional y Relación Virtual. Transformación Digital en Salud. Caminos y Distintos enfoques para acelerar el cambio
1642,Seguridad y gestión de crisis,"Políticas de seguridad y justicia. Políticas de salud. Políticas de Educación. Problemas urbanos y su sustentabilidad. Políticas so-
ciolaborales. Políticas de Derechos Humanos. Presupuesto y gasto social. Distribución del Ingreso y Protección Social. Políticas económicas y monetarias."
1643,Competencias laborales,Comunicación en la Empresas Familiares. Aprender a comunicarse. Proceso de madurez en la Empresa Familiar. TICs en Empresas Familiares.
1644,Semana 1 - Qué se entiende por corrupción (CPL-UNI Corrupción),
1645,Semana 2 -  Protección de datos y seguridad (CPL-UNICA Ciberseguridad y Protección de los Datos),
1646,Semana 1 - Introducción al derecho de la competencia,
1647,Semana 2 - Cultura corporativa sostenible (CPL-UNI Medioambiente y Cultura Corporativa Sostenible),
1648,Semana 2 - Convenios para evitar la doble imposición,
1649,Finanzas en la empresa familiar,"Importancia de las finanzas en la toma de decisiones, generación de utilidad.
Generación de liquidez."
1650,La gestión clínica,"Tipos de organización y liderazgos. Capacidad de diagnóstico para identificar oportunidades y problemas de las organizaciones de salud. Sistemas informáticos de gestión para optimizar la productividad y la eficiencia (ERP’s) La Gestión clínica: Medición del producto sanitario, contexto general. Sistemas de medición del producto sanitario. Gestión integrada de camas. Gestión por procesos. Grupos Relacionados por el Diagnóstico (GRD). Operaciones: Supply Chain Business Model Innovation. Modelos de aprovisionamiento digitales. Predicción de la demanda. IoT Alianzas entre hospitales y proveedores. Cambio de modelos de negocio basados en Servicios Gerenciados (IaaS, SaaS, TaaS, entre otros.)"
1651,Armando un equipo | Parte II,Construyendo equipo. Roles básicos de una start-up. El ejercicio de la función de conducción. Liderar ágilmente. Construyendo cultura. Organizaciones  colaborativas. Fidelización del talento.
1652,Sucesión familiar,La asamblea familiar y el consejo familiar. El protocolo familiar. Planificación dela sucesión en la dirección.
1653,Elementos claves del Ecommerce,Perfil del consumidor online.Insigth. Plan de divulgación. El funnel de conversión. Planificación de medios. Sistemas de conexión para e-commerce.
1654,Semana 1 | Conceptos y caracteristicas del Compliance Officer (CPL-UNICA Comunicación),
1655,Ser emprendedor,El momento cero. Etapas de emprender. Estudio de casos. La curva S. Requisitos para calcular la curva de costos. Cómo se distribuyen los costos. La presentación. Founder stress. De emprendedor a empresario. Por dónde empezar.
1656,Semana 2 - Monetización de Negocios Online,
1657,El verdadero reto: escalar,"Identificación de objetivos. Análisis comparativo. Métricas. Variables a contemplar en cada uno, herramientas para alcanzarlas. Ecosistema emprendedor dentro de cada vertical."
1658,Nuevas tecnologías para la toma de decisiones,"Modelo HISA de un SIS (Healthcare Information System Architecture). Decision Support Systems. Utilización de nuevas tecnologías para la toma de decisiones. Big Data, Artificial Intelligence (AI), Machine Learning. Tecnologías para creación y análisis de indicadores administrativos y clínicos. Business Analytics. "
1659,Marketing y planificación al sector Salud Parte I,La experiencia del cliente como marco estratégico de la empresa orientada al cliente. Paciente omnicanal. 
1660,Planteamiento estratégico E-commerce y oferta de valor,Planteamiento estratégico. Evolución del E-commerce. Oportunidades de E-commerce. Elementos simples de E- commerce que marcan la diferencia en los resultados. Acciones de marketing en plataforma para mejorar los resultados de ventas.
1661,Principios del crecimiento rápido,
1662,Bases actuales en el tráfico pagado,"Canales de tráfico pagado más utilizados en las estrategias de marketing digital. El universo Google con Google Ads, Google Shopping, Google Display. Bases para obtener una visión de qué esperar de este tipo de acciones, cuándo realizarlas y con qué presupuestos, etc. "
1663,Semana 1 | Las bases del SEO: SEO On Page y SEO Off Page (MKT-UNICA SEO),
1664,Capacitación comercial remota,"Desarrollo de las habilidades clave del comercial en la gestión remota. Proceso comercial y palancas comerciales.
Motivación y proactividad. Empatía y escucha activa. Seguridad y confianza. Argumentación y venta de valor. Técnicas de cierre. Manejo de objeciones.
Predisposición a la venta remota. La prospección. Gestión comercial a través de Linkedin. Qué es el social selling o venta social?. Optimización de perfil para convertirlo en un perfil “comprable”. ?Quiénes son tus clientes? Cómo encontrar a tus clientes potenciales. Comunicación comercial escrita. Gestión Comercial Telefónica."
1665,Gestión por procesos,Matriz de Riesgos: Análisis y gestión del riesgo. Cumplimiento de Normas y Reglas Sanitarias. Los sistemas en la Organización gestionada por Procesos. Dise?o de indicadores y pensamiento de procesos. Creación de una cultura de calidad. Rol y compromiso de los directivos. Despliegue funcional de calidad (Functional quality deploment).
1666,Del Marketing Automation al Inbound Marketing,Marketing automation. Lead nurturing y lead scoring. Inbound Maketing.  Landing page.
1667,Semana 1 | (CPL-UNICA Lavado de Activos y Financiación del Terrorismo),
1668,Responsabilidad Social Corporativa y Compliance,"El valor del Liderazgo Trascendente en el sector legal. Cómo construir liderazgo genuino. El Modelo Integral del Liderazgo. El Sentido del Liderazgo. Liderazgo y RSE. El alcance de la RSE. El Rol y las Demandas del Liderazgo. Ética, valores y cultura organizacional."
1669,El social media plan,"Fundamentos del Social Media Plan. Benchmarking, encaje. Territorios. Social listening vs monitorización. Documentación en redes sociales."
1670,Estado abierto,Nueva fotma de gobernar. Acceso a la información pública. Transparencia del Estado abierto. Valores y principios. ?Qué es el gobierno abierto?. Nueva gobernanza pública. Implementación del estado abierto.
1671,Semana 2 - Aspectos claves (CPL-UNICA Gobierno Corporativo),
1672,La politica económica y la economia en el corto plazo,Política económica. Principales variables macroeconómicas. Modelos económicos. Demanda agregada y oferta agregada. Política pública. Economía en el corto plazo.
1673,Los sistemas políticos,"Tipos de democracia. Derecho constitucional. División de poderes. Partidos Políticos. Régimen Electoral y Sistema político. Sistemas de control. Pluralismo. Democracia delegativa y democracia deliberativa. Partidos, grupos de presión, organizaciones
civiles y movimientos sociales."
1674,BLOQUE 1 | Planeamiento estratégico E-commerce (DIRCOM-03-UNICA E-commerce. Herramienta Poderosa de Hacer Negocios),
1675,La comunicación para acceder al poder,"Comunicación, política y opinión pública. El papel de la comunicación en las elecciones democráticas. Comunicación política y nuevos medios. (Nuevos) Actores de la comunicación política. La representación y la participación política. Técnicas para hacer más efectiva la comunicación. La importancia de los valores, los marcos y las emociones. Discurso. Storytelling (o cómo contar historias que persuadan)."
1676,Propuesta de alto valor,Propuestas de alto valor. Valor en entornos de incertidumbre. El esquema d valor actual. Valor y modelo de 3 horizontes.
1678,Ciberseguridad y protección de los datos (LTI - UNICA Ciberseguridad y Protección de los Datos),
1679,FinTech Revolution,Historia de FinTech. Verticales de FinTech. Medios de pago masivos. Medios de pago digitales. ?Y si cobrácemos con criptomonedas? Medios de pago en acción.
1680,Gestión de la Propiedad Intelectual,Introducción. Patente de invención. Marcas. Dise?os industriales. ?Cómo pueden protegerse los dise?os industriales?. Indicaciones geográficas. ?por qué proteger las indicaciones geográficas?. Secretos comerciales. Nombres de dominio en internet. 
1681,Excelencia en Servicio,"Un sistema de medición. Recuperación del servicio, nuevas demandas y nuevos servicios. Excelencia en servicio. El impacto del plan de marketing. El proceso de creación del servicio. Conceptualización del servicio. Visión: el punto de partida. El modelo de servicio: proceso de vinculación, la comunicación, el valor de los servicios, puesta en escena. Tips de experiencia."
1682,Tokenización de activos,"Tokenización. Nacimiento y conceptualización de la Block chain de Ethereum. Sistema de consenso, registro de Smart Contracts. Sistemas de gobernanza descentralizados. EIPs y ERS. Funcionamiento y retos legales. Criptomonedas. Movimiento Cypherpunk y antecedentes al WP de Satos-hi. Bitcoin. Propuesta de Satoshi y principales objetivos de uso de una Blockchain (dinero electrónico, sistemas P2P, problemas del doble gasto)."
1683,La Contabilidad y las finanzas para la toma de decisiones,Los recursos para tomar decisiones. La contabilidad y las fuentes de información para la toma de decisiones. El Estado de situación patrimonial. El Estado de resultados. El flujo de fondos. 
1684,Customer Centricity,"Customer centricity y redise?o de la propuesta de valor. Visión sistémica: Modelo de Consumo, Modelo de Negocio y Ecosistema. Human Centered Design y Lienzo 4.0. Ecosistema de Marketing Digital y Brand Equity. ?Cómo vinculamos los Arquetipos de Clientes con el Dise?o
Conductual? Inbound Marketing y Storytelling. Métricas de conversión del Marketing Funnel."
1685,Gestionando la diversidad,Los equipos de trabajo como estructuras para getionar la diversidad. El mosaico de la diversidad. Redarquía. Del gerente al líder. Equipos de alto rendimiento.
1686,Coaching and Mentoring I,"Direccionando el capital humano hacia aprendizajes constantes y el logro de objetivos. El coaching como herramienta para potenciar el trabajo de los equipos. Las corrientes del coaching y su diversa aplicación. El Coaching y el desarrollo de actitudes positivas, e instrumento para desarrollar competencias. Coaching Interno y Coaching Externo. El alcance del rol de un líder-coach."
1687,Modelos de emprendimientos modernos,Introducción a los emprendimientos. Diferentes emprendimientos. Emprendimiento y estrategia. Start-ups: “Canvas Tradicional”. Metodologías ágiles. Emprendimiento corporativo: Intraemprendimiento. Emprendimiento corporativo: lanzamientos. Emprendimiento de impacto. El reto de escalar. 
1688,Semana 1 | Comunicación interpersonal (MBA-UNICA - Negociación y Resolución de Conflictos V2),
1689,Finanzas corporativas,"El proceso de la planificación financiera: factores claves para el crecimiento: inversión y financiamiento. Corto plazo vs largo plazo. Estados financieros proyectados e 
económica y financiera. VAN y TIR. "
1690,Documentos para Firmar(GMBA UNICA Asignatura de Inicio),
1691,Relacionamiento con clientes,"De la Propuesta de Valor a la gestión del Relacionamiento con Clientes. Omnicanalidad en la gestión comercial. Integración de Canales. Administración por Objetivos aplicada a modelos de relacionamiento Omnicanal: Estrategia,
Factores Críticos de Éxito, y Objetivos Comerciales."
1692,Responsabilidades del Líder,
1693,Documentos para Firmar(EMBA UNICA Asignatura de Inicio),
1694,Mandatory(GMBA UNIQUE Enrollment Classroom (i)),
1695,Documentos para Firmar(MKTA UNICA Asignatura de Inicio),
1696,Documentos para Firmar(OPMA UNICA Asignatura de Inicio),
1697,Documentos para Firmar(HRMA UNICA Asignatura de Inicio),
1698,Gestión del talento,Gestión de Recursos Humanos y la estrategia de la empresa de salud. Planificación estratégica de Recursos Humanos en las instituciones médicas. Tipología de los grupos multigeneracionales. Las nuevas generaciones: Los Millennials. El clima laboral y su influencia en los resultados. factores que definen el clima. Identificar fortalezas y oportunidades de mejora. Riesgos laborales.
1699,Salud Digital: El camino para la eficiencia en Salud,Modelos de negocios en el futuro. Value Based Care. Population Health Management. Inteligencia artificial en la salud. Data as a platform. Desde KPI a OKR.  Tendencias TEC en salud. 
1700,Poniendo al paciente en el centro de la escena,El paciente como protagonista. Consummer engagement. Prevención vs tratamiento. Salud virtual. Experiencia del paciente. La nueva fuerza de trabajo. Ampliando capacidades con salud virtual.
1701,Instalación App - Canvas(MKTA UNICA Asignatura de Inicio),
1702,Instalación App - Canvas(HRMA UNICA Asignatura de Inicio),
1703,Instalación App - Canvas(OPMA UNICA Asignatura de Inicio),
1704,Instalación App - Canvas(EMBA UNICA Asignatura de Inicio),
1705,Construcción de Equipos Comerciales de Alta Performance,
1706,APA Guide(GMBA UNIQUE Enrollment Classroom (i)),
1707,Gestión del funnel de marketing y ventas,"Métricas, Indicadores y KPI, Planeamiento, gestión y seguimiento del modelo. Construcción del modelo analítico: Ejes para medir performance analítico / digital basados en la Estrategia. Indicadores aplicados a cada eje. Tablero de control."
1708,Instalación App - Canvas(GMBA UNICA Asignatura de Inicio),
1709,Economía para la toma de decisiones,"Introducción a la economía. Entender la oferta y la demanda. Principales variables macroeconómicas: inflación, recesión y desempleo. El equilibrio en el mercado. EL Rol del Gobierno. Apertura. Políticas económicas. La Oferta y Demanda agregada."
1710,Principios de negociación efectiva,
1711,Proceso - Parte I,El modelo GROW. Pasos necesarios para llevar efectivamente el proceso. Buenas prácticas para desarrollar el coaching en la organización. Primera Parte
1712,La Tecnología como sostén del trabajo en equipo,Cómo puede la tecnología colaborar al trabajo en equipo. El buen uso de las redes sociales en el trabajo. El perfil del trabajador del futuro. El teletrabajo. El desafío del trabajo colaborativo y colectivo.
1713,Omnicanalidad. El modelo de negocio de la virtualidad,"Negocios virtuales y exponenciales.
La Omnicanalidad. Mix de Medios o herramientas que existen y su impacto en la estructuración de la propuesta. E- business versus E- commerce. Estrategia Omnicanal. Negocios Exponenciales. Los “Digital Presence Objectives” y las instituciones en el universo online. El funnel de decisión de acuerdo al modelo elegido. Etapas y requerimientos para la construcción de los canales de comercialización. Modelo de las 6 D."
1714,"Plan Financiero. Utilidad, Costos y Gastos","Interpretar la información. Los análisis verticales y horizontales. Los indicadores financieros. Utilidad, costos y gastos."
1715,Gestión de la Propiedad Intelectual - Parte II,Creative commons (Bienes comunes creativos). Marcas y otros signos distintivos. Importancia de los activos intangibles. Propiedad intelectual. Introducción a los derechos de autor. Ventajas del derecho de autor. Nombres de dominio en internet. Economía digital. Instagram y los derechos de autor
1716,Crowdfunding y Crowdlending,Financimientos alternativos. Plataformas de Crowdfunding. Crowdfunding y Crowdlending. Crowdfactoring.  Diferencias entre ellos.
1717,El verdadero reto: Escalar,Fases y velocidad de crecimiento. Identidad de los proyectos. Crecer rápido: blitzscaling. Ecosistema emprendedor. Fases y principales métricas de una startup. Organizaciones exponenciales: proceso de arranque: bootstrappers Plataformas. El camino hacia la cima. Connect entrepreneurship. Tessera Studios. ARCAP. Análisis. Incentivar inversiones. 
1719,La comunicación desde el poder,"Campa?as electorales, medios de comunicación y decisión del voto. Efectos de las campa?as electorales La investigación sobre efectos de los medios y las campa?as. Perfil del candidato: deseado vs. real. Elaboración del mensaje electoral. Liderazgo: Habilidades que debe tener un candidato para ser exitoso. Dise?o y planificación de las campa?as. ?Cómo se hace una campa?a electoral? Comunicación gubernamental y de crisis. La comunicación política de las instituciones. La política en el siglo XXI. Redes sociales: qué son, para qué sirve cada una, estadísticas y datos."
1720,BLOQUE 2 | Smart data (DIRCOM-03-UNICA E-commerce. Herramienta Poderosa de Hacer Negocios),
